0	0.969377
0.0001	1.21036
0.0002	0.580993
0.0003	1.17214
0.0004	2.22485
0.0005	0.862075
0.0006	1.16228
0.0007	1.84864
0.0008	3.0714
0.0009	1.95276
0.001	2.54114
0.0011	3.75929
0.0012	4.02808
0.0013	3.3678
0.0014	3.37742
0.0015	4.89308
0.0016	4.45868
0.0017	4.45381
0.0018	5.11194
0.0019	4.90241
0.002	6.62408
0.0021	6.82669
0.0022	6.36188
0.0023	7.26115
0.0024	6.34923
0.0025	7.91155
0.0026	7.7752
0.0027	8.34468
0.0028	7.35836
0.0029	7.57086
0.003	8.83452
0.0031	7.86497
0.0032	9.22216
0.0033	8.71079
0.0034	9.69114
0.0035	8.41125
0.0036	8.81655
0.0037	8.50048
0.0038	10.097
0.0039	9.72649
0.004	9.07927
0.0041	10.0101
0.0042	9.38857
0.0043	10.1895
0.0044	8.89557
0.0045	8.96308
0.0046	9.62041
0.0047	9.4553
0.0048	9.97677
0.0049	9.06984
0.005	10.4564
0.0051	10.1745
0.0052	10.0445
0.0053	9.61941
0.0054	10.2044
0.0055	10.6205
0.0056	9.54097
0.0057	9.02191
0.0058	8.87245
0.0059	8.67054
0.006	9.6259
0.0061	9.30987
0.0062	10.012
0.0063	9.13514
0.0064	9.54288
0.0065	8.26418
0.0066	8.88265
0.0067	8.11255
0.0068	7.63355
0.0069	8.79338
0.007	7.13483
0.0071	7.29024
0.0072	7.11372
0.0073	7.75923
0.0074	7.40042
0.0075	7.92665
0.0076	7.31217
0.0077	6.95412
0.0078	5.81154
0.0079	6.45467
0.008	6.76857
0.0081	5.74516
0.0082	6.23199
0.0083	4.46657
0.0084	5.48788
0.0085	3.57785
0.0086	4.93613
0.0087	3.34987
0.0088	3.89534
0.0089	2.71488
0.009	2.64935
0.0091	2.64497
0.0092	3.05188
0.0093	1.5305
0.0094	2.82702
0.0095	2.10605
0.0096	0.805604
0.0097	-0.0455756
0.0098	0.677912
0.0099	0.518321
0.01	-0.118493
0.0101	0.261219
0.0102	-0.0087408
0.0103	0.0272643
0.0104	-1.73091
0.0105	-2.1813
0.0106	-1.40673
0.0107	-2.79351
0.0108	-1.61892
0.0109	-1.91935
0.011	-2.27725
0.0111	-3.388
0.0112	-3.62493
0.0113	-4.80011
0.0114	-5.04553
0.0115	-5.05888
0.0116	-4.18271
0.0117	-4.1469
0.0118	-5.13987
0.0119	-6.32834
0.012	-6.06041
0.0121	-5.25727
0.0122	-6.54699
0.0123	-7.60566
0.0124	-6.98447
0.0125	-6.2353
0.0126	-7.6608
0.0127	-8.09986
0.0128	-7.59147
0.0129	-7.84796
0.013	-7.32263
0.0131	-8.83955
0.0132	-9.27912
0.0133	-7.90066
0.0134	-9.56154
0.0135	-8.08723
0.0136	-8.56474
0.0137	-10.1352
0.0138	-9.64547
0.0139	-10.0736
0.014	-9.76416
0.0141	-8.94192
0.0142	-10.4339
0.0143	-9.6296
0.0144	-10.417
0.0145	-10.1046
0.0146	-10.5211
0.0147	-10.0639
0.0148	-9.62026
0.0149	-9.35018
0.015	-10.693
0.0151	-9.62243
0.0152	-10.3603
0.0153	-10.8644
0.0154	-10.4779
0.0155	-9.32185
0.0156	-10.486
0.0157	-10.0474
0.0158	-8.9153
0.0159	-9.26334
0.016	-10.2717
0.0161	-9.1762
0.0162	-8.47116
0.0163	-8.82606
0.0164	-9.86572
0.0165	-9.05454
0.0166	-8.37743
0.0167	-9.49352
0.0168	-7.46986
0.0169	-8.59683
0.017	-8.63933
0.0171	-7.39179
0.0172	-7.89457
0.0173	-7.21944
0.0174	-7.71206
0.0175	-7.41691
0.0176	-7.62424
0.0177	-6.35949
0.0178	-6.29176
0.0179	-5.1944
0.018	-6.66539
0.0181	-5.04753
0.0182	-4.99695
0.0183	-5.77282
0.0184	-5.30709
0.0185	-3.96714
0.0186	-4.77176
0.0187	-3.11684
0.0188	-4.38959
0.0189	-2.62565
0.019	-3.50356
0.0191	-2.64249
0.0192	-1.8282
0.0193	-2.43737
0.0194	-1.70761
0.0195	-2.44471
0.0196	-1.37393
0.0197	-1.00323
0.0198	-1.49517
0.0199	-0.615054
0.02	0.659991
0.0201	0.82042
0.0202	0.0596177
0.0203	0.795593
0.0204	1.9393
0.0205	1.64283
0.0206	1.58504
0.0207	1.89672
0.0208	3.42942
0.0209	1.87778
0.021	3.98057
0.0211	3.62596
0.0212	3.64792
0.0213	3.27011
0.0214	4.43085
0.0215	4.22838
0.0216	4.74074
0.0217	4.48962
0.0218	6.34223
0.0219	5.76689
0.022	6.25761
0.0221	5.77854
0.0222	6.65948
0.0223	6.46388
0.0224	7.72496
0.0225	7.82967
0.0226	6.91883
0.0227	8.19203
0.0228	8.41729
0.0229	7.64333
0.023	8.00837
0.0231	7.39942
0.0232	7.57334
0.0233	9.50649
0.0234	9.27266
0.0235	8.52693
0.0236	8.05561
0.0237	10.0203
0.0238	8.30413
0.0239	9.06898
0.024	8.57145
0.0241	9.50155
0.0242	10.4993
0.0243	8.77095
0.0244	9.80387
0.0245	10.5985
0.0246	9.81382
0.0247	10.236
0.0248	10.5376
0.0249	10.9872
0.025	10.4458
0.0251	10.2681
0.0252	9.14988
0.0253	10.774
0.0254	8.9447
0.0255	10.085
0.0256	10.0119
0.0257	10.2896
0.0258	9.85864
0.0259	9.09922
0.026	9.83445
0.0261	8.56916
0.0262	9.14133
0.0263	8.84581
0.0264	9.1223
0.0265	9.14769
0.0266	8.59229
0.0267	8.08069
0.0268	8.36513
0.0269	7.60507
0.027	7.4416
0.0271	8.11595
0.0272	8.33576
0.0273	6.75134
0.0274	6.85615
0.0275	6.39677
0.0276	6.91557
0.0277	6.66656
0.0278	5.48507
0.0279	6.37233
0.028	6.35467
0.0281	6.02164
0.0282	6.1152
0.0283	4.41487
0.0284	5.49999
0.0285	4.23215
0.0286	3.88745
0.0287	3.26509
0.0288	3.17503
0.0289	4.22521
0.029	2.46697
0.0291	2.54069
0.0292	2.96902
0.0293	1.88811
0.0294	1.14146
0.0295	1.32224
0.0296	0.389364
0.0297	0.669008
0.0298	0.97551
0.0299	-0.0112815
0.03	0.729654
0.0301	-1.26167
0.0302	-0.908062
0.0303	-0.35781
0.0304	-1.69622
0.0305	-1.67425
0.0306	-1.98676
0.0307	-2.34582
0.0308	-3.07097
0.0309	-3.66604
0.031	-3.45151
0.0311	-3.02032
0.0312	-2.78469
0.0313	-4.88151
0.0314	-4.38615
0.0315	-4.1712
0.0316	-5.2604
0.0317	-4.5633
0.0318	-5.05286
0.0319	-4.70236
0.032	-5.48841
0.0321	-6.73612
0.0322	-5.69455
0.0323	-6.57012
0.0324	-6.30519
0.0325	-8.05414
0.0326	-7.75773
0.0327	-7.13549
0.0328	-7.09697
0.0329	-7.51494
0.033	-8.39238
0.0331	-7.51425
0.0332	-8.58935
0.0333	-8.5023
0.0334	-7.81427
0.0335	-9.70558
0.0336	-9.19036
0.0337	-9.83139
0.0338	-9.95248
0.0339	-9.80637
0.034	-9.57968
0.0341	-9.6879
0.0342	-9.14709
0.0343	-9.12582
0.0344	-9.959
0.0345	-9.59983
0.0346	-10.1007
0.0347	-10.4523
0.0348	-10.0641
0.0349	-9.4295
0.035	-9.41501
0.0351	-9.88563
0.0352	-10.216
0.0353	-9.68967
0.0354	-9.2031
0.0355	-9.93467
0.0356	-9.39407
0.0357	-10.712
0.0358	-9.03864
0.0359	-10.2418
0.036	-9.02907
0.0361	-9.92003
0.0362	-9.86531
0.0363	-8.21094
0.0364	-8.68521
0.0365	-9.80433
0.0366	-9.11916
0.0367	-8.95544
0.0368	-7.869
0.0369	-9.17117
0.037	-7.92324
0.0371	-8.19991
0.0372	-7.98384
0.0373	-6.71989
0.0374	-7.89332
0.0375	-7.84129
0.0376	-7.26851
0.0377	-5.73761
0.0378	-5.70992
0.0379	-6.04065
0.038	-6.42034
0.0381	-5.18351
0.0382	-5.79525
0.0383	-6.00543
0.0384	-5.05142
0.0385	-4.83073
0.0386	-3.6277
0.0387	-4.34857
0.0388	-3.01345
0.0389	-3.36158
0.039	-3.80381
0.0391	-3.29137
0.0392	-3.21165
0.0393	-1.4424
0.0394	-1.53266
0.0395	-1.05796
0.0396	-1.76182
0.0397	-0.20139
0.0398	-1.57481
0.0399	0.207515
0.04	0.490632
0.0401	0.54067
0.0402	0.275782
0.0403	0.0102337
0.0404	0.806247
0.0405	1.93247
0.0406	2.15778
0.0407	3.13759
0.0408	2.28629
0.0409	3.16784
0.041	2.90714
0.0411	2.95873
0.0412	4.23731
0.0413	3.98666
0.0414	3.59204
0.0415	3.60155
0.0416	5.69186
0.0417	6.04015
0.0418	4.70857
0.0419	4.79482
0.042	5.6022
0.0421	5.89088
0.0422	6.39137
0.0423	7.45668
0.0424	7.54555
0.0425	7.70498
0.0426	7.57933
0.0427	8.27321
0.0428	7.37117
0.0429	7.89122
0.043	7.6254
0.0431	8.89763
0.0432	7.56804
0.0433	9.26331
0.0434	7.93047
0.0435	8.84226
0.0436	8.60008
0.0437	8.7932
0.0438	8.83157
0.0439	8.55368
0.044	9.73443
0.0441	9.66607
0.0442	10.4218
0.0443	10.7413
0.0444	10.2281
0.0445	9.33863
0.0446	10.5833
0.0447	10.5111
0.0448	9.80503
0.0449	10.2155
0.045	10.5394
0.0451	10.5375
0.0452	10.0825
0.0453	10.6243
0.0454	9.32758
0.0455	10.2217
0.0456	10.3708
0.0457	9.15993
0.0458	9.64251
0.0459	9.0839
0.046	9.41779
0.0461	9.8218
0.0462	8.66697
0.0463	9.94756
0.0464	8.51302
0.0465	7.9998
0.0466	8.84677
0.0467	8.13002
0.0468	9.03049
0.0469	9.03785
0.047	8.79715
0.0471	8.6188
0.0472	6.84385
0.0473	7.7066
0.0474	7.59765
0.0475	6.59162
0.0476	7.15916
0.0477	6.67259
0.0478	5.47759
0.0479	6.11948
0.048	6.85569
0.0481	4.81064
0.0482	5.48652
0.0483	4.67862
0.0484	4.48416
0.0485	4.78107
0.0486	3.78161
0.0487	3.72999
0.0488	3.80449
0.0489	3.88203
0.049	2.21107
0.0491	1.92635
0.0492	1.6249
0.0493	1.94649
0.0494	2.35368
0.0495	2.31783
0.0496	1.38851
0.0497	0.174035
0.0498	1.19292
0.0499	0.858192
0.05	0.396661
0.0501	-0.438685
0.0502	-1.45939
0.0503	-0.7671
0.0504	-1.25803
0.0505	-2.08949
0.0506	-0.985045
0.0507	-1.55663
0.0508	-3.31505
0.0509	-3.75913
0.051	-2.65718
0.0511	-3.65733
0.0512	-4.4545
0.0513	-3.80532
0.0514	-3.9691
0.0515	-5.26376
0.0516	-5.78522
0.0517	-5.57406
0.0518	-6.15262
0.0519	-5.99276
0.052	-6.59378
0.0521	-6.90526
0.0522	-6.48719
0.0523	-6.05374
0.0524	-6.03026
0.0525	-7.46407
0.0526	-7.42189
0.0527	-7.19326
0.0528	-7.21345
0.0529	-8.65617
0.053	-8.37538
0.0531	-8.60078
0.0532	-9.39968
0.0533	-8.25679
0.0534	-8.10358
0.0535	-9.01855
0.0536	-8.96402
0.0537	-9.72443
0.0538	-9.18322
0.0539	-9.68479
0.054	-8.68635
0.0541	-8.78176
0.0542	-9.67068
0.0543	-10.1549
0.0544	-8.84414
0.0545	-9.03083
0.0546	-9.7498
0.0547	-9.10717
0.0548	-10.0426
0.0549	-10.5558
0.055	-10.44
0.0551	-10.1456
0.0552	-9.2459
0.0553	-9.55015
0.0554	-9.12128
0.0555	-9.95432
0.0556	-10.239
0.0557	-9.17824
0.0558	-8.90792
0.0559	-10.3027
0.056	-9.20556
0.0561	-9.44513
0.0562	-9.2438
0.0563	-8.3674
0.0564	-8.07136
0.0565	-9.12695
0.0566	-8.23587
0.0567	-8.4418
0.0568	-8.53496
0.0569	-9.12834
0.057	-8.70898
0.0571	-7.92291
0.0572	-6.95164
0.0573	-8.24442
0.0574	-7.78008
0.0575	-7.23523
0.0576	-6.11267
0.0577	-7.39501
0.0578	-6.52026
0.0579	-5.73299
0.058	-5.348
0.0581	-6.15334
0.0582	-5.28631
0.0583	-4.10874
0.0584	-4.894
0.0585	-4.126
0.0586	-3.556
0.0587	-4.45078
